,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident
1204,0,0,1,4,0,2,5,3,6,4,7,0,0,3,3,2,8,7,1,1,3,2,5,9
1205,0,1,1,4,0,3,0,3,7,4,5,0,0,3,3,2,8,2,3,2,5,3,5,9
1206,5,0,1,4,0,2,0,0,9,2,5,1,0,0,3,2,8,2,0,0,1,2,5,10
1207,5,1,1,4,0,0,0,3,6,2,6,1,0,0,3,2,2,2,1,1,3,1,5,10
1208,0,3,1,4,2,1,0,3,9,6,5,1,0,3,0,4,2,11,1,1,4,2,5,10
1209,0,3,1,4,0,6,16,3,9,2,5,1,4,3,0,4,8,2,2,1,0,2,0,11
1210,6,3,2,4,0,3,0,3,7,0,5,7,0,0,3,2,8,2,0,1,0,2,5,3
1211,6,1,1,4,2,1,14,3,3,1,5,7,0,0,3,2,8,2,3,2,5,3,5,1
1212,0,1,1,4,0,2,0,0,7,4,5,7,0,0,3,2,8,2,0,1,0,2,5,0
1213,0,0,1,4,0,1,0,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,3
1214,6,1,1,4,0,0,0,3,1,1,6,1,0,0,3,2,8,2,0,1,1,2,5,3
1215,6,1,1,4,0,2,8,3,7,4,5,1,0,0,3,2,8,11,3,2,5,3,5,10
1216,4,1,1,4,0,1,5,3,7,4,5,1,0,0,3,2,8,3,0,1,3,2,5,13
1217,4,2,1,1,0,2,5,3,7,4,5,1,0,0,3,2,8,2,2,1,4,2,5,1
1218,1,0,1,0,2,2,0,3,6,2,5,1,0,0,3,2,2,9,3,2,5,3,5,1
1219,1,0,1,4,0,1,5,3,7,2,6,1,4,0,3,2,2,9,0,1,0,2,5,10
1220,5,1,1,4,0,1,5,3,9,2,5,7,0,0,3,2,1,7,3,2,5,3,5,10
1221,4,0,1,4,0,1,5,3,7,4,5,7,0,0,3,2,8,7,0,1,1,2,5,17
1222,4,0,1,4,0,2,5,3,7,4,5,7,0,0,3,2,8,7,2,1,3,2,3,2
1223,4,0,1,4,0,0,0,3,2,4,5,7,0,0,3,2,8,3,3,2,5,3,5,12
1224,4,0,1,4,2,1,0,3,6,4,5,7,1,0,3,2,8,2,2,0,3,2,3,11
1225,0,0,1,2,2,1,0,3,12,6,5,7,0,0,3,2,8,2,3,2,5,3,5,12
1226,0,1,1,4,0,2,10,3,7,4,5,7,0,0,3,2,8,2,0,1,3,2,5,13
1227,0,3,1,4,2,0,0,3,6,4,5,0,0,0,3,2,8,2,0,1,0,2,5,13
1228,0,2,1,4,0,4,10,3,9,6,3,0,0,0,3,2,8,2,0,1,0,2,5,9
1229,0,0,1,2,0,0,10,3,4,1,5,0,0,0,3,2,8,2,3,2,5,3,5,10
1230,2,1,1,0,0,0,0,3,7,4,5,1,2,0,3,2,1,2,0,1,0,2,5,9
1231,0,1,1,4,0,3,4,3,9,4,5,7,0,0,0,2,1,2,3,2,5,3,5,12
1232,0,0,1,2,0,0,0,3,1,2,5,7,0,0,0,2,8,2,3,2,5,3,5,3
1233,5,2,1,4,0,1,5,3,6,6,5,1,0,0,0,2,8,9,0,1,3,2,5,10
1234,5,0,1,0,1,1,7,3,5,2,5,1,0,0,0,2,8,2,0,0,0,2,5,13
1235,5,0,1,2,0,3,8,3,5,2,5,7,0,0,3,2,8,3,0,0,0,2,5,1
1236,5,1,1,1,0,2,4,3,5,4,5,7,0,0,3,2,8,2,1,0,4,2,5,10
1237,4,2,1,2,0,0,6,0,5,4,5,7,0,0,3,2,8,2,2,1,4,2,2,3
1238,1,1,1,2,0,2,8,3,5,6,3,3,0,0,3,2,8,3,3,2,5,3,5,10
1239,1,3,1,2,0,1,4,3,12,6,3,3,0,0,3,2,8,2,0,1,0,2,5,12
1240,4,1,1,4,0,0,4,3,5,2,5,7,0,0,3,2,8,2,3,2,5,3,5,1
1241,4,0,1,0,0,3,0,3,5,4,5,7,0,0,3,2,8,12,0,1,1,2,5,11
1242,5,0,1,0,0,1,0,3,5,2,0,1,3,3,0,4,8,3,3,2,5,3,5,12
1243,5,0,1,1,0,2,7,3,5,2,7,1,0,3,0,4,8,3,0,1,1,2,5,0
1244,5,0,1,1,0,0,7,3,6,4,7,1,0,3,0,4,8,2,0,0,3,2,5,18
1245,0,2,1,4,0,2,0,3,5,4,7,0,0,0,3,2,8,11,1,1,3,2,5,4
1246,0,0,1,4,0,2,15,3,5,4,7,0,0,0,3,2,8,2,3,2,5,3,5,3
1247,5,1,1,1,0,2,7,3,5,4,5,7,0,0,3,2,8,2,0,1,1,2,5,4
1248,5,2,1,4,0,1,15,3,6,4,5,7,0,0,3,2,8,2,1,0,3,2,5,3
1249,2,2,1,4,0,2,4,3,1,4,5,0,0,0,3,2,8,3,1,0,3,2,5,11
1250,2,0,1,2,0,1,0,3,6,4,5,0,0,0,3,2,8,2,3,2,5,3,5,3
1251,4,2,1,4,0,0,7,3,7,2,6,1,0,0,3,2,8,2,3,2,5,3,5,1
1252,4,2,1,4,0,0,0,3,9,2,5,1,0,0,3,2,8,2,0,1,0,2,5,9
1253,6,1,1,4,0,2,0,3,9,6,5,0,0,0,3,2,2,2,3,2,5,3,5,3
1254,6,0,1,3,0,6,0,3,9,4,5,0,0,0,3,2,2,2,0,0,4,2,5,1
1255,0,1,1,4,0,2,0,3,7,4,5,3,0,0,3,2,8,7,3,2,5,3,5,3
1256,0,1,1,4,0,0,5,3,6,2,5,3,0,0,3,2,8,2,0,1,1,2,5,3
1257,0,0,1,4,0,1,7,3,7,2,5,3,0,0,3,2,8,2,1,0,1,2,5,3
1258,6,0,1,4,0,3,8,3,7,6,5,1,0,0,3,2,8,2,2,1,3,1,6,1
1259,6,3,1,4,2,2,8,3,6,2,5,1,0,0,3,2,2,2,3,2,5,3,5,1
1260,2,0,1,2,0,0,0,3,2,6,5,1,0,0,3,2,8,2,0,1,3,2,5,3
1261,2,1,1,4,0,3,3,3,7,2,5,1,0,0,3,2,2,2,1,0,3,2,5,16
1262,2,1,1,4,0,0,0,3,7,1,5,1,0,0,3,2,2,2,3,2,5,3,5,1
1263,5,0,1,4,0,1,10,3,6,0,5,0,0,3,3,2,1,2,2,1,4,2,6,10
1264,4,4,1,4,0,3,5,3,6,1,6,1,4,0,3,2,8,12,2,0,4,2,5,13
1265,4,0,1,4,0,1,10,3,6,4,5,1,0,0,3,2,2,2,2,1,0,1,1,1
1266,0,1,1,1,0,2,7,3,6,0,5,1,0,0,2,2,8,2,0,1,0,2,5,1
1267,1,0,1,4,0,2,5,3,7,2,5,7,0,0,3,2,8,2,0,1,4,2,5,16
1268,1,1,1,1,0,0,5,3,6,4,5,7,0,0,3,2,8,2,1,1,0,2,5,13
1269,2,0,1,1,0,2,3,3,7,2,5,7,0,0,3,2,8,2,1,1,0,2,5,4
1270,4,0,1,1,0,2,8,3,7,0,5,7,0,0,3,2,8,2,1,1,4,2,5,16
1271,4,1,1,4,0,0,8,0,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,12
1272,5,2,1,4,0,2,5,3,6,2,5,0,0,0,3,2,2,2,0,1,0,2,5,9
1273,3,0,1,4,0,2,5,3,6,2,5,5,0,0,3,2,8,2,3,2,5,3,5,13
1274,3,0,1,4,0,1,0,3,6,2,5,5,0,0,3,2,2,2,0,1,0,2,5,12
1275,3,0,1,4,0,0,7,0,6,2,5,5,0,0,3,2,8,2,2,1,3,2,1,11
1276,1,0,1,4,0,2,0,3,2,4,5,1,0,0,0,2,8,2,3,2,5,3,5,1
1277,4,0,2,4,0,4,7,0,6,2,5,7,0,3,0,2,8,2,3,2,5,3,5,1
1278,4,2,1,4,0,2,0,0,9,2,5,7,4,3,0,2,2,9,0,1,0,2,5,1
1279,6,1,1,4,2,2,8,3,12,2,5,3,0,0,3,7,2,7,0,1,4,2,5,4
1280,6,1,1,4,2,2,0,3,6,4,5,3,0,0,3,7,8,3,3,2,5,3,5,0
1281,0,1,1,4,0,2,9,3,7,4,5,0,0,3,0,2,8,2,3,2,5,3,5,9
1282,0,1,1,2,0,1,0,3,7,0,5,0,0,3,0,2,8,3,0,0,0,2,5,2
1283,1,0,1,0,0,2,7,0,7,0,5,1,0,0,0,5,8,2,2,1,3,2,5,9
1284,1,1,1,4,0,3,9,3,7,2,5,1,0,0,0,5,8,2,0,0,1,2,5,10
1285,6,2,1,4,0,4,14,3,6,0,6,7,0,3,3,2,8,2,3,2,5,3,5,13
1286,6,1,1,1,0,2,5,3,6,2,5,7,0,3,3,2,8,2,3,2,5,3,5,12
1287,4,1,1,1,0,1,5,3,6,2,6,7,0,3,0,4,2,2,0,1,0,2,5,1
1288,4,1,1,4,0,1,5,3,6,2,6,7,4,3,0,4,2,11,3,2,5,3,5,13
1289,3,2,1,4,0,0,0,3,6,1,5,7,0,0,3,2,2,2,3,2,5,3,5,10
1290,3,1,1,4,0,1,5,3,6,2,5,7,0,0,3,2,8,11,0,0,0,2,5,3
1291,2,0,1,4,0,1,0,3,6,2,5,7,0,0,3,2,8,2,3,2,5,3,5,10
1292,2,1,1,4,0,3,9,3,7,4,5,7,0,0,3,2,8,3,0,1,0,2,5,9
1293,0,0,1,2,0,4,0,3,7,2,5,7,0,0,0,2,8,2,0,1,1,2,5,10
1294,0,1,1,4,0,1,14,3,9,2,5,7,0,0,0,2,1,2,2,1,1,2,5,9
1295,0,2,1,2,0,3,0,3,7,2,5,7,2,0,0,2,1,3,1,0,3,2,5,11
1296,4,0,1,4,0,3,5,3,7,2,5,1,0,0,3,2,8,2,3,2,5,3,5,0
1297,4,1,2,2,0,2,7,0,7,2,5,1,0,0,3,2,8,9,2,0,0,2,5,10
1298,4,4,0,4,0,3,8,3,7,4,5,1,0,0,3,2,8,2,3,2,5,3,5,13
1299,6,1,1,4,0,0,0,3,4,4,5,1,0,0,0,2,8,2,0,1,0,1,5,10
1300,6,1,1,4,0,1,5,3,4,4,5,1,0,0,0,2,8,11,2,0,0,2,1,11
1301,3,0,1,1,0,1,0,3,2,0,5,2,0,3,3,2,8,2,2,1,4,1,5,9
1302,3,1,1,1,1,2,10,3,7,4,5,2,0,3,3,2,8,2,3,2,5,3,5,11
1303,3,0,1,4,0,2,0,3,7,4,5,1,0,0,3,2,8,2,0,1,0,2,5,10
1304,3,1,1,2,2,2,5,3,6,4,5,1,0,0,3,2,8,2,0,0,1,2,5,11
1305,2,2,1,4,0,3,9,3,6,4,5,5,0,3,3,2,8,7,3,2,5,3,5,3
1306,2,2,1,4,0,4,6,0,9,2,5,5,0,3,3,2,2,2,2,1,4,2,1,7
1307,0,0,1,4,1,4,9,3,4,4,5,1,0,0,0,2,6,3,0,0,3,2,5,3
1308,0,1,1,4,0,3,5,3,6,4,5,1,0,0,0,2,8,2,0,1,3,2,5,0
1309,0,2,1,2,2,2,0,3,7,4,5,1,0,0,0,2,8,2,0,1,4,2,5,12
1310,0,1,1,1,2,2,5,3,7,2,5,1,0,0,0,2,8,2,0,0,3,2,5,1
1311,3,1,1,4,0,1,14,3,9,4,5,7,0,3,3,2,8,2,1,0,1,2,5,1
1312,3,2,1,4,0,1,8,3,6,2,5,7,0,3,3,2,8,2,3,2,5,3,5,10
1313,4,1,1,0,0,2,0,1,9,6,5,7,2,3,0,2,2,9,0,1,0,2,5,10
1314,4,2,1,4,2,1,0,3,6,2,5,1,0,0,3,2,2,2,2,1,3,0,1,0
1315,4,2,1,4,0,2,0,3,2,2,5,1,0,0,3,2,8,2,3,2,5,3,5,1
1316,4,0,1,4,0,1,7,1,9,2,5,1,0,0,3,2,2,3,0,1,0,2,5,12
1317,5,4,0,4,0,2,0,3,12,6,5,0,0,3,0,2,8,2,3,2,5,3,5,0
1318,5,1,1,4,0,1,10,3,3,6,3,0,0,3,0,2,8,2,0,1,1,2,5,12
1319,6,1,1,1,0,0,10,3,7,4,5,7,0,3,2,2,8,2,0,1,1,2,5,9
1320,6,1,1,2,0,2,0,3,12,0,5,7,0,3,2,2,8,4,3,2,5,3,5,18
1321,6,0,1,4,2,0,9,3,7,6,5,7,0,3,2,2,8,2,3,2,5,3,5,10
1322,5,2,1,4,0,1,9,3,4,4,5,7,0,0,0,2,8,2,3,2,5,3,5,10
1323,5,0,1,4,0,0,5,3,2,2,5,7,0,0,0,2,1,9,1,0,0,2,5,10
1324,1,0,1,1,0,3,0,3,6,2,5,5,2,3,0,2,8,3,3,2,5,3,5,0
1325,1,0,1,4,0,1,8,3,7,2,5,5,0,3,0,2,2,2,0,0,0,2,5,12
1326,5,0,1,4,0,1,8,3,6,0,5,1,0,3,0,2,8,2,2,1,3,1,5,2
1327,5,1,1,4,0,1,5,3,6,0,5,7,0,0,0,2,2,2,3,2,5,3,5,16
1328,1,2,1,4,0,1,0,0,6,0,5,1,0,0,3,2,8,7,0,1,1,2,5,13
1329,1,0,1,1,0,1,14,3,9,0,5,1,0,0,3,2,8,2,2,0,4,1,5,0
1330,0,2,1,4,0,1,6,3,6,0,5,5,0,3,0,2,1,2,2,0,1,2,4,11
1331,0,0,1,1,0,2,0,3,7,4,5,5,0,3,0,2,8,2,1,0,1,2,5,0
1332,5,0,1,1,0,1,7,3,4,1,5,1,0,3,3,4,8,6,1,0,0,2,5,10
1333,5,2,1,4,0,3,0,3,7,1,5,1,3,3,3,4,8,2,2,0,4,1,5,9
1334,6,0,1,4,0,3,0,3,6,0,5,1,0,3,0,2,8,2,2,1,3,2,0,0
1335,6,0,1,2,0,3,0,0,6,2,5,1,0,3,0,2,1,11,2,0,3,1,0,13
1336,6,0,1,4,0,2,11,0,7,0,5,1,0,3,0,2,8,2,2,1,1,2,5,10
1337,6,0,1,4,2,1,0,3,7,2,5,1,0,3,0,2,8,2,3,2,5,3,5,9
1338,5,1,1,1,0,0,7,3,6,0,5,1,0,3,3,3,8,8,0,1,1,2,5,10
1339,6,0,1,4,0,1,0,3,6,2,5,7,0,3,0,2,8,2,2,0,4,2,5,0
1340,4,2,1,4,0,2,7,3,6,4,5,1,0,3,0,2,2,5,2,0,3,1,5,0
1341,4,3,1,4,0,2,5,3,7,4,5,1,0,3,0,2,8,2,2,0,3,1,1,11
1342,4,2,1,1,2,2,8,3,7,4,5,7,0,3,0,2,8,7,0,1,3,2,5,0
1343,4,1,1,2,1,3,10,3,1,4,5,7,0,3,0,2,8,2,1,0,3,0,5,3
1344,4,1,1,4,0,3,0,3,2,4,5,7,0,3,0,2,8,2,3,2,5,3,5,3
1345,4,1,1,4,0,0,8,2,1,6,5,7,0,3,0,2,2,11,3,2,5,3,5,11
1346,4,4,0,2,2,2,0,3,12,6,5,7,0,3,0,2,8,2,2,1,4,2,1,7
1347,4,4,0,4,0,1,5,3,2,0,5,7,0,3,0,2,8,3,0,1,0,1,5,10
1348,5,2,1,4,0,2,0,3,6,2,5,7,0,0,0,2,8,2,3,2,5,3,5,0
1349,5,1,1,4,0,1,5,3,9,1,3,7,0,0,0,2,8,3,3,2,5,3,5,12
1350,5,1,1,4,0,3,5,3,7,1,5,7,0,0,0,2,8,2,1,0,1,2,5,10
1351,1,1,1,1,0,2,5,3,7,4,5,7,0,3,3,2,8,2,3,2,5,3,5,11
1352,5,2,1,4,0,2,10,0,4,1,5,1,0,3,0,2,8,11,0,1,4,2,5,11
1353,5,2,1,0,0,0,0,0,2,6,3,7,0,3,0,4,8,2,3,2,5,3,5,12
1354,5,0,1,1,0,3,7,1,6,6,5,1,2,3,0,8,8,2,3,2,5,3,5,3
1355,5,1,1,1,0,2,7,3,6,4,5,1,0,3,0,8,8,2,3,2,5,3,5,1
1356,5,0,1,1,0,1,7,3,6,0,5,1,0,3,0,8,8,9,0,1,4,2,5,0
1357,2,1,1,1,0,1,0,3,7,2,5,1,0,0,2,7,2,2,3,2,5,3,5,9
1358,2,0,1,4,0,2,7,3,6,4,5,1,0,0,2,7,2,2,3,2,5,3,5,3
1359,3,0,1,4,0,0,5,3,7,0,5,7,0,0,3,2,2,2,0,1,1,2,5,4
1360,3,3,1,4,0,2,9,3,4,2,5,7,0,0,3,2,1,7,2,1,4,2,5,4
1361,3,1,1,4,0,2,5,3,9,6,5,7,0,3,0,2,8,1,0,1,4,2,5,11
1362,0,0,1,0,0,2,9,3,7,2,5,2,3,0,0,0,8,2,1,1,4,2,5,0
1363,0,0,1,4,0,3,5,3,7,1,5,2,0,0,0,0,1,1,3,2,5,3,5,1
1364,4,4,0,1,0,1,7,3,7,1,5,1,0,0,0,2,8,2,3,2,5,3,5,3
1365,4,1,1,4,0,2,5,3,7,4,5,1,0,0,0,2,8,2,3,2,5,3,5,10
1366,5,2,1,4,0,2,0,3,7,2,5,7,4,0,0,0,8,2,0,0,1,2,5,7
1367,1,1,1,4,0,2,11,0,9,6,3,7,0,3,0,0,8,2,3,2,5,3,5,5
1368,1,0,1,4,0,2,5,3,6,2,5,7,0,3,0,0,8,2,0,1,3,2,5,1
1369,3,0,1,4,0,2,7,3,6,2,5,0,0,3,0,2,8,2,2,0,1,2,5,3
1370,0,0,1,4,0,0,7,3,7,2,5,0,0,3,0,2,2,2,2,1,3,2,5,9
1371,0,1,1,0,2,2,0,3,7,1,5,0,0,3,0,2,1,2,1,0,4,0,5,18
1372,1,2,1,4,0,1,5,3,6,2,5,7,0,0,3,2,8,2,0,1,0,0,5,1
1373,1,1,1,4,2,2,8,3,6,4,5,7,0,0,3,2,8,3,1,1,0,1,5,3
1374,5,0,1,2,0,1,0,3,7,2,5,1,0,0,3,2,2,2,1,1,4,1,5,12
1375,4,0,1,4,0,3,0,3,7,2,5,7,0,3,3,2,8,2,3,2,5,3,5,9
1376,4,0,1,4,0,4,7,0,9,2,5,7,0,3,3,2,8,2,0,1,1,2,5,0
1377,2,1,1,4,0,4,0,3,7,4,5,0,0,3,3,2,8,2,3,2,5,3,5,17
1378,2,2,1,4,2,2,14,3,6,4,5,0,0,3,3,2,8,2,0,1,4,2,5,10
1379,6,2,1,4,0,1,7,3,6,4,5,7,0,3,2,4,8,2,1,0,3,2,5,3
1380,6,1,1,4,0,2,0,3,7,4,5,7,0,3,2,4,8,2,3,2,5,3,5,10
1381,1,1,1,1,0,5,12,3,7,2,5,7,3,0,3,2,8,2,3,2,5,3,5,0
1382,1,1,1,4,0,3,0,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,11
1383,6,0,1,4,2,3,7,3,6,2,5,7,0,3,0,4,2,2,0,1,0,2,5,10
1384,6,1,1,4,0,3,5,3,6,2,5,7,0,3,0,4,2,2,3,2,5,3,5,10
1385,6,1,1,4,0,3,5,3,7,2,3,7,4,3,0,4,2,2,0,1,4,2,5,0
1386,6,1,1,4,2,2,5,3,2,6,5,7,0,3,0,4,8,2,2,0,4,2,0,10
1387,6,1,1,4,0,4,14,0,4,4,5,7,4,3,0,4,1,2,3,2,5,3,5,0
1388,6,1,1,4,0,1,5,1,7,4,5,7,0,3,0,4,8,2,0,1,1,1,5,10
1389,6,1,1,4,0,2,0,3,7,2,5,7,0,3,0,4,1,2,1,0,3,2,5,10
1390,0,0,1,0,0,0,0,3,6,4,7,1,0,3,3,2,8,2,3,2,5,3,5,10
1391,0,0,1,4,0,0,8,3,7,1,5,1,0,3,3,2,1,7,0,1,1,2,5,0
1392,6,0,1,4,0,0,15,3,1,4,3,0,0,3,3,3,8,2,3,2,5,3,5,1
1393,6,3,2,5,0,2,0,0,7,2,3,0,0,3,3,3,8,2,3,2,5,3,5,9
1394,1,1,1,4,0,3,0,0,2,2,5,7,0,3,0,3,8,2,0,1,1,2,5,1
1395,1,0,1,4,0,3,0,3,9,4,5,7,0,3,0,3,8,11,3,2,5,3,5,10
1396,2,0,1,4,0,2,3,3,6,2,5,2,0,3,3,2,8,2,0,1,1,2,5,16
1397,2,1,1,4,0,1,9,3,7,2,5,2,0,3,3,2,8,2,0,1,4,1,5,13
1398,0,1,1,4,0,4,8,0,6,4,5,7,0,3,3,2,8,2,3,2,5,3,5,13
1399,5,0,1,4,0,0,0,3,6,6,5,1,0,0,0,2,8,2,0,1,0,1,5,1
1400,5,0,1,4,0,2,7,3,7,1,0,1,0,0,0,2,8,2,0,1,1,2,5,11
1401,5,0,1,4,0,4,5,3,9,4,5,1,0,0,0,2,8,2,3,2,5,3,5,12
1402,5,1,1,1,0,2,0,3,1,1,5,1,0,0,0,2,8,11,2,0,1,2,6,0
1403,4,2,1,4,0,1,8,3,2,4,5,1,0,2,0,1,8,3,3,2,5,3,5,0
1404,4,0,1,4,0,2,5,3,7,1,5,1,0,2,0,1,6,2,0,1,3,2,5,16
1405,3,1,1,1,0,2,5,3,7,4,5,1,0,0,3,2,2,9,3,2,5,3,5,10
1406,3,2,1,4,0,3,3,3,7,2,5,1,0,0,3,2,8,9,0,0,1,2,5,12
1407,5,0,1,4,0,0,11,0,9,6,5,1,0,0,2,2,8,7,0,0,0,2,5,1
1408,6,0,1,2,0,4,11,3,12,6,5,7,0,3,3,4,8,7,3,2,5,3,5,0
1409,6,1,1,1,0,3,0,3,2,2,5,7,2,3,3,4,1,7,0,1,0,2,5,10
1410,1,3,1,2,2,0,0,3,7,6,5,0,0,0,0,2,1,3,0,1,0,2,5,3
1411,1,1,1,4,0,1,0,3,7,2,5,0,0,0,0,2,8,2,2,1,4,2,6,11
1412,2,0,1,4,0,2,7,3,6,4,5,3,0,0,3,2,8,2,0,1,1,2,5,3
1413,2,0,1,2,2,1,9,3,6,2,5,3,0,0,3,2,1,2,0,1,0,2,5,9
1414,2,0,1,2,0,3,0,3,7,4,5,3,0,0,3,2,1,2,0,1,1,2,5,10
1415,6,1,1,4,0,0,14,3,3,4,5,1,0,0,3,2,1,2,0,1,4,2,5,10
1416,6,2,1,1,0,0,0,3,7,4,5,1,0,0,3,2,8,2,1,0,4,2,5,10
1417,0,3,1,2,0,0,0,3,7,2,5,0,0,0,0,2,2,2,3,2,5,3,5,0
1418,0,0,1,0,0,2,0,3,7,4,5,0,0,0,0,2,8,2,0,1,0,2,5,0
1419,6,1,1,4,0,2,0,3,7,0,5,1,0,0,3,2,8,2,1,1,0,2,5,9
1420,4,3,1,4,0,2,0,0,7,2,6,7,3,3,0,2,2,9,3,2,5,3,5,1
1421,5,0,1,1,2,2,8,3,3,2,5,5,0,0,3,2,8,2,0,1,3,1,5,12
1422,5,1,1,1,0,2,16,3,7,2,5,5,2,0,3,2,8,3,3,2,5,3,5,9
1423,5,1,1,2,2,2,8,3,7,1,5,5,0,0,3,2,8,2,1,1,4,1,5,3
1424,0,2,1,4,0,2,7,3,7,2,6,7,0,3,0,2,8,2,1,0,4,1,5,3
1425,0,1,1,4,2,0,14,3,6,2,5,7,0,3,0,2,1,3,3,2,5,3,5,5
1426,2,2,1,4,0,1,8,3,9,2,5,2,2,0,0,2,6,2,3,2,5,3,5,11
1427,1,2,1,4,2,2,5,3,7,2,5,1,0,3,0,2,8,2,0,1,0,2,5,12
1428,1,0,1,4,2,3,5,3,9,2,5,1,0,3,0,2,8,12,1,0,4,2,5,3
1429,0,0,1,2,0,2,0,3,7,4,5,1,0,0,2,2,8,3,1,0,0,2,5,9
1430,6,2,1,2,2,1,0,3,9,0,5,0,0,0,3,2,2,3,2,0,3,2,5,3
1431,6,2,1,4,0,2,8,3,6,2,5,0,0,0,3,2,8,2,0,0,1,2,5,12
1432,0,3,1,1,0,1,8,3,6,2,6,1,0,0,3,2,6,11,3,2,5,3,5,1
1433,0,1,1,1,0,2,5,3,6,0,5,1,0,0,3,2,2,2,0,1,0,2,5,0
1434,6,3,1,4,0,0,9,3,1,2,5,7,0,3,3,3,8,2,3,2,5,3,5,12
1435,6,0,1,4,0,2,7,3,7,2,5,7,0,3,3,3,8,2,3,2,5,3,5,3
1436,4,1,1,4,0,2,14,3,7,6,5,7,0,0,3,2,8,3,3,2,5,3,5,9
1437,6,2,1,1,0,3,0,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,10
1438,1,4,1,1,0,4,0,3,7,0,5,7,0,0,0,2,8,2,1,1,1,2,5,0
1439,1,4,1,4,0,1,5,3,7,4,7,7,0,0,3,2,8,2,1,0,1,2,5,0
1440,1,0,1,1,2,0,14,3,6,2,5,2,0,3,0,4,1,2,2,0,4,1,2,10
1441,5,4,1,4,2,2,5,3,6,2,5,0,0,3,3,2,8,2,3,2,5,3,5,0
1442,0,1,1,4,0,1,11,3,6,1,5,0,0,3,3,4,8,7,0,1,3,1,5,3
1443,0,4,1,4,0,1,0,3,9,0,5,0,0,3,3,4,2,2,0,1,0,1,5,0
1444,4,1,1,2,0,1,0,0,1,2,5,7,0,3,3,2,8,2,3,2,5,3,5,10
1445,4,1,1,4,0,3,0,3,2,0,5,7,0,3,3,2,8,2,3,2,5,3,5,1
1446,4,1,1,4,0,1,0,3,6,4,5,0,0,3,3,3,8,2,0,1,1,2,5,10
1447,4,1,1,4,0,0,5,3,7,2,5,0,2,3,3,3,2,2,1,0,0,2,5,4
1448,3,2,1,4,0,1,5,3,9,6,3,1,0,0,3,2,8,2,2,1,3,2,5,10
1449,3,1,1,4,0,2,0,3,12,6,5,1,0,0,3,2,8,2,3,2,5,3,5,16
1450,0,1,1,4,0,0,14,3,6,2,5,7,4,0,3,2,8,2,0,1,3,2,5,5
1451,0,2,1,1,0,0,9,3,7,6,5,7,0,0,3,2,8,12,2,0,4,2,5,11
1452,5,1,1,4,0,1,9,3,7,2,5,7,0,0,3,3,8,2,0,0,0,1,5,9
1453,5,1,1,4,0,3,0,1,6,2,7,7,0,0,3,3,8,2,1,0,4,2,5,1
1454,0,0,1,4,0,4,9,3,6,2,5,2,0,3,0,4,8,2,3,2,5,3,5,0
1455,0,4,0,4,0,3,9,3,7,4,5,2,0,3,0,4,2,2,0,0,1,2,5,1
1456,4,1,1,1,2,2,5,3,6,2,5,7,0,0,3,2,8,2,3,2,5,3,5,5
1457,4,1,1,1,0,3,0,3,4,2,5,7,0,0,3,2,8,2,1,1,1,2,5,12
1458,6,0,1,4,0,0,5,3,6,4,5,7,0,0,0,2,8,2,3,2,5,3,5,12
1459,6,0,1,4,0,2,0,3,7,4,5,7,0,0,0,2,8,2,0,1,1,2,5,0
1460,6,4,0,2,2,2,0,3,7,2,5,0,0,0,3,2,8,2,2,1,1,2,1,1
1461,0,1,1,1,0,1,14,3,6,2,5,7,0,0,3,2,8,2,3,2,5,3,5,1
1462,0,1,1,4,0,2,0,3,2,2,5,7,0,0,0,2,8,2,0,1,1,2,5,0
1463,0,1,1,4,0,2,0,3,6,6,5,7,0,0,3,2,2,2,1,1,1,2,5,0
1464,0,1,1,2,2,0,0,3,9,6,5,7,0,0,3,2,6,2,0,1,3,2,5,7
1465,3,0,1,4,0,0,14,3,1,2,5,1,0,0,0,2,8,9,1,0,1,2,5,16
1466,3,1,1,4,0,0,0,0,7,6,5,1,0,0,0,2,8,7,0,1,0,2,5,0
1467,2,4,1,4,0,3,7,3,2,4,5,1,0,0,0,2,8,3,3,2,5,3,5,5
1468,0,1,1,4,0,0,7,3,7,1,5,3,0,0,3,2,8,2,0,0,1,2,5,3
1469,0,0,1,2,2,3,0,3,7,2,5,3,0,0,3,2,8,3,3,2,5,3,5,9
1470,0,1,1,4,0,3,5,3,2,4,5,7,0,3,0,4,8,2,3,2,5,3,5,10
1471,5,4,1,4,0,0,5,3,6,2,6,0,3,0,0,2,8,2,0,1,1,2,5,12
1472,5,1,1,4,0,0,5,3,6,0,5,7,0,0,3,2,8,2,3,2,5,3,5,17
1473,5,4,1,2,0,1,0,1,2,2,5,7,0,0,3,2,2,2,0,0,1,2,5,0
